病句,语病类型,修正结果
作为人们农业生产生活中的寻常事物，以虎头风扇车为例，虽然它设计精巧，可以称之为生活的艺术品，但没有人会将之放置家中当做观赏品。,语序不当,作为人们农业生产生活中的寻常事物，以虎头风扇车为例，虽然它设计精巧，可以称之为生活的艺术品，但没有人会将之放置家中当做观赏品。
作为人们农业生产生活中的寻常事物，以虎头风扇车为例，虽然它设计精巧，可以称之为生活的艺术品，也却没有人会将之放置家中当做观赏品。,语序不当,作为人们农业生产生活中的寻常事物，以虎头风扇车为例，虽然它设计精巧，可以称之为生活的艺术品，却没有人会将之放置家中当做观赏品。
作为人们农业生产生活中的寻常事物，以虎头风扇车为例，虽然它设计精巧，可以称之为艺术品的生活，但却没有人会将之放置家中当做观赏品。,语序不当,作为人们农业生产生活中的寻常事物，以虎头风扇车为例，虽然它设计精巧，可以称之为艺术品的生活。
作为人们农业生产生活中的寻常事物，以虎头风扇车为虽然例，它设计精巧，可以称之为生活的艺术品，但却没有人会将之放置家中当做观赏品。,搭配不当,作为人们农业生产生活中的寻常事物，以虎头风扇车为例，它设计精巧，可以称之为生活的艺术品，却没有人会将之放置家中当做观赏品。
作为人类谋生的经济活动，由于片面强调和片面发展，实际上变成了降低生存质量和人类集体自杀的行为。,语序不当,作为人类谋生的经济活动，由于片面强调和片面发展，实际上变成了降低生存质量和人类集体自杀的行为。
作为人类经济的谋生活动，由于片面强调和片面发展，实际上变成了降低人类生存质量和人类集体自杀的行为。,语序不当,作为人类经济的谋生活动，由于片面发展强调和片面强调，实际上变成了降低人类生存质量和人类集体自杀的行为。
作为人类谋生的由于经济活动，片面强调和片面发展，实际上变成了降低人类生存质量和人类集体自杀的行为。,语序不当,作为人类谋生的由于经济活动，片面强调和片面发展，实际上变成了降低人类生存质量和人类集体自杀的行为。
作为人类谋生的由于经济活动，片面强调和片面发展，实际上变成了降低人类生存质量和人类集体自杀的行为。,语序不当,作为人类谋生的由于经济活动，片面强调和片面发展，实际上变成了降低人类生存质量和人类集体自杀的行为。
作为人类谋生的由于经济活动，片面强调和片面发展，实际上变成了降低人类生存质量和人类集体自杀的行为。,语序不当,作为人类谋生的由于经济活动，片面强调和片面发展，实际上变成了降低人类生存质量和人类集体自杀的行为。
作为健康的‘守护神’，德才兼备是医务工作者的基本要求，这就决定了卫生职业教育对人才素质有更高的要求。,语序不当,作为健康的‘守护神’，德才兼备是医务工作者的基本要求，这就决定了卫生职业教育对人才素质有更高的要求。
作为健康的‘守护神’，德才兼备是医务工作者的基本要求，这就决定了卫生职业教育对人才素质有更高的要求。,语序不当,作为健康的‘守护神’，德才兼备是医务工作者的基本要求，这就决定了卫生职业教育对人才素质有更高的要求。
作为人类健康的“守护神”，德才兼备医务地是工作者的基本要求，这就决定了卫生职业教育对人才素质有更高的要求。,语序不当,作为人类健康的“守护神”，德才兼备医务工作者是基本要求，这就决定了卫生职业教育对人才素质有更高的要求。
作为人类健康的“守护神”，德才兼备是医务工作者的基本要求，这就决定了卫生职业教育对人才素质有更高的要求。,语序不当,作为人类健康的“守护神”，德才兼备是医务工作者的基本要求，这就决定了卫生职业教育对人才素质有更高的要求。
作为人格权的一种，名誉权不直接地具有财产内容，也不能产生直接的经济利益。,语序不当,名誉权不直接具有财产内容，也不能产生直接的经济利益。
作为人格权的一种，名誉权不具有直接的财产内容，也不能产生经济的直接利益。,语序不当,名誉权不具有直接的财产内容，也不能产生经济的直接利益。
作为全心全意为人民服务的马克思主义政党，中国共产党历来重视‘三农’问题，着力维护的根本利益。,语序不当,作为全心全意为人民服务的马克思主义政党，中国共产党历来重视‘三农’问题，着力维护的根本利益。
作为全心全意为人民服务的马克思主义政党，中国共产党历来重视“三农”问题，着力农民的根本利益。,语序不当,作为全心全意为人民服务的马克思主义政党，中国共产党历来重视“三农”问题，着力于农民的根本利益。
作为全心全意为人民服务的马克思主义政党，中国共产党历来重视‘三农’问题，着力为农民的根本利益。,搭配不当,作为全心全意为人民服务的马克思主义政党，中国共产党历来重视三农问题，着力为农民的根本利益。
